,Estrato,Genero,Edad,Grado,Zona,Deporte,Trabaja,Invitacion_drogas,Consecuencias_consumo,Padres_alcohol,Reaccion_padres,Cigarrillo,Consume_droga,A_que_edad,Atencion_padres,Conocimiento_amistades_padres,Continua,Grados_perdidos,Recreo,Acoso_escolar,Acoso_sexual,Relacion_familiar,Limitaciones,Sexualidad,Habitacion_compartida,Perdida_familiar,Rupturas_amorosas,Situacion_sentimental,Otro_colegio,Familiares_consumidores,Colegio,MadreyPadre,Otros_familiares,Solo Madre,Solo Padre,Casados,Separados,Soltero_soltera,Unión_libre,Viudo_viuda,Agresivo,Alegre,Extrovertido,Malhumorado,Timido,Impulsivo,Calle,Casa,Colegio,Con_pareja_sentimental,Fiestas,No_consumido,Parque,Paseo
106,4,1,11,6,1,1,0,0,0,1,4,0,0,0.0,3,3,0,0,50000,0,0,4,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
107,4,1,15,8,1,1,1,1,0,2,4,1,1,13.0,3,2,0,1,350000,0,0,4,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
108,4,0,15,9,1,0,0,0,1,2,4,0,0,0.0,3,2,0,0,100000,0,0,2,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
109,2,1,18,11,1,1,0,1,1,2,3,0,0,0.0,2,2,0,1,120000,0,0,2,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
110,5,0,15,9,1,1,0,0,1,2,2,1,0,0.0,3,3,0,1,50000,1,0,3,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
111,1,1,15,10,0,1,0,1,1,1,1,1,0,0.0,3,1,0,0,60000,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
112,3,1,11,6,0,1,0,0,1,2,4,0,0,0.0,3,2,0,0,13000,1,0,3,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
113,2,1,16,11,1,1,0,0,1,2,4,0,0,0.0,2,3,0,0,10000,1,0,3,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
114,5,0,15,9,1,0,0,1,0,2,4,0,0,0.0,3,2,0,1,10000,0,0,2,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
115,2,1,18,9,1,1,0,0,1,2,4,1,0,0.0,3,1,0,1,20000,0,0,3,0,1,0,1,1,1,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
116,2,1,14,9,1,1,0,0,1,2,4,0,0,0.0,2,2,0,0,20000,0,0,4,0,1,1,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
117,2,0,12,9,0,1,0,0,0,2,4,0,0,0.0,3,2,0,0,20000,0,0,4,0,1,1,1,0,1,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
118,2,0,13,7,1,1,0,0,0,2,4,0,0,0.0,3,1,0,1,5000,0,0,3,1,1,1,1,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
119,1,0,14,9,1,0,0,1,1,1,3,0,0,0.0,2,3,0,0,200000,1,0,2,0,1,0,1,1,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
120,2,0,13,7,1,0,0,0,1,2,4,0,0,0.0,3,3,0,1,15000,0,0,4,0,1,1,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
121,1,1,16,9,1,0,0,1,0,2,2,0,0,0.0,3,2,0,1,20000,1,0,2,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
122,2,0,14,7,1,1,0,0,1,2,4,0,0,0.0,3,1,0,1,20000,0,1,1,0,1,1,1,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
123,2,0,13,7,1,0,0,0,0,2,4,0,0,0.0,3,1,0,0,5000,0,0,3,0,1,0,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
124,2,1,14,8,0,0,0,0,1,2,4,0,0,0.0,3,3,0,1,5000,0,0,4,0,1,1,1,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
125,2,0,13,7,1,1,0,0,0,2,4,0,0,0.0,3,1,0,1,5000,0,0,3,1,1,1,1,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
126,3,0,12,8,1,1,0,0,1,2,4,0,0,0.0,3,3,0,0,10000,1,0,3,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
127,2,0,17,9,1,1,0,0,1,2,3,0,1,16.0,3,1,0,1,2000,0,0,3,0,1,0,1,0,1,1,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
128,1,1,17,9,0,0,0,0,0,1,3,0,0,0.0,3,2,0,0,25000,0,0,4,0,1,0,1,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
129,1,1,13,7,1,0,0,0,1,2,4,0,0,0.0,3,3,0,1,20000,0,0,4,0,1,1,0,0,1,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
130,1,0,16,8,1,0,0,0,1,2,3,0,0,0.0,3,2,0,1,50000,0,0,4,0,1,1,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
131,1,0,16,8,1,0,0,0,1,2,3,0,0,0.0,3,2,0,1,50000,0,0,4,0,1,1,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
132,2,1,14,9,1,1,0,0,1,2,4,0,0,0.0,2,1,0,1,5000,0,0,3,0,1,0,1,0,1,1,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
133,1,1,13,8,0,1,0,0,1,2,3,0,0,0.0,3,3,0,0,35000,1,0,3,0,1,1,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
134,2,1,16,11,1,1,0,1,1,2,4,0,0,0.0,3,2,0,0,200000,0,0,3,0,1,0,1,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
135,2,0,14,9,1,0,0,1,1,2,3,0,0,0.0,2,2,0,0,30000,0,0,3,0,1,1,1,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
136,2,0,14,9,1,0,0,1,0,2,1,1,0,0.0,3,1,0,0,50000,0,0,3,0,1,1,1,1,1,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
137,2,1,14,9,1,1,0,0,1,2,4,0,0,0.0,3,3,0,0,15000,0,0,4,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
138,2,1,16,11,1,1,0,1,1,2,4,0,0,0.0,3,3,0,0,10000,0,0,3,0,1,0,1,1,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
139,2,1,14,9,1,1,0,0,1,2,4,0,0,0.0,3,3,0,0,30000,1,0,3,0,1,1,1,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
140,1,1,14,9,0,1,0,1,0,2,3,1,0,0.0,1,1,0,0,10000,0,0,1,0,1,0,1,1,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
141,1,0,15,9,1,1,0,1,1,1,4,0,0,0.0,3,3,0,0,10000,0,0,4,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
142,1,1,16,11,0,0,0,0,1,2,3,0,0,0.0,2,2,0,0,100000,0,0,2,0,1,1,1,1,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
143,1,0,15,9,1,1,0,0,1,1,4,0,0,0.0,3,2,0,1,10000,0,0,4,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
144,1,0,17,10,1,0,0,1,0,2,4,1,1,17.0,3,2,1,1,30000,0,0,2,0,1,1,1,0,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
145,2,1,14,9,1,0,0,1,1,1,4,0,1,13.0,3,2,0,0,10000,1,0,2,0,1,1,1,0,1,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
146,1,1,14,9,0,1,0,0,1,2,4,0,0,0.0,3,2,0,0,24000,0,0,4,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
147,1,1,15,9,1,1,0,0,1,1,2,0,0,0.0,3,2,0,1,10000,0,0,4,0,1,0,1,0,1,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
148,1,0,15,10,1,0,0,0,1,2,4,0,0,0.0,3,2,0,0,2000,0,0,4,0,1,1,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
149,1,1,14,9,1,0,0,0,1,2,4,1,0,0.0,3,3,0,0,5000,1,0,4,0,1,1,1,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
150,2,0,14,9,1,0,0,0,1,2,4,0,0,0.0,3,1,0,0,14000,0,0,3,0,1,1,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
151,2,0,14,9,1,0,0,0,1,2,4,0,0,0.0,3,1,0,0,14000,0,0,3,0,1,1,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
152,1,0,15,10,1,0,0,0,0,2,4,0,0,0.0,3,1,0,0,15000,0,0,3,0,1,0,0,0,1,1,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
153,2,0,14,9,1,1,0,0,1,1,4,0,0,0.0,3,3,0,0,2000,1,0,4,0,1,1,1,0,1,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
154,2,0,17,9,1,0,0,0,0,2,3,0,0,0.0,3,1,0,1,10000,0,0,4,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
155,3,0,17,11,0,0,0,0,1,3,4,0,0,0.0,3,2,0,1,10000,0,0,3,0,1,1,1,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
156,2,1,13,9,1,1,0,0,0,2,3,1,0,0.0,3,2,0,0,10000,1,0,3,0,0,1,1,0,1,1,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
157,1,0,17,10,1,1,0,0,1,2,4,0,0,0.0,3,2,0,1,10000,0,0,4,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
158,1,1,16,11,0,1,0,0,1,2,3,0,0,0.0,3,3,0,0,5000,0,0,4,0,1,0,1,0,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
159,1,0,16,11,1,0,0,0,1,1,4,0,0,0.0,3,3,0,0,300000,0,0,4,0,1,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
160,5,1,16,10,1,0,1,0,1,2,4,0,0,0.0,3,2,0,1,20000,0,0,4,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
161,2,0,12,9,0,1,0,0,0,2,4,0,0,0.0,3,2,0,0,20000,0,0,4,0,1,1,1,0,1,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
162,2,0,17,11,1,1,1,0,1,1,4,0,0,0.0,3,3,0,1,14000,0,0,3,0,1,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
163,3,0,15,9,1,0,0,1,1,2,4,0,1,14.0,3,3,0,0,10000,0,0,4,0,1,1,1,0,1,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
164,1,0,14,9,0,1,0,0,1,1,3,0,0,0.0,3,3,0,0,1000,0,0,3,0,1,1,1,0,1,1,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
165,3,1,14,9,1,1,0,1,1,1,4,0,0,0.0,3,2,0,0,15000,0,0,4,0,1,1,1,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
166,2,1,16,9,1,1,0,0,1,2,4,0,0,0.0,3,2,0,1,5000,0,0,4,0,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
167,2,0,15,10,1,1,0,1,1,2,4,1,1,14.0,3,2,0,0,10000,0,0,4,0,1,0,1,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
168,1,0,17,11,1,1,0,1,1,1,3,1,1,15.0,3,2,0,1,30000,1,0,2,0,1,0,1,1,1,1,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
169,1,1,17,11,1,1,0,0,1,2,4,0,0,0.0,3,3,0,1,80000,0,0,2,0,1,0,0,0,1,1,0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
170,2,0,18,11,1,1,0,0,0,1,4,0,0,0.0,3,2,0,1,50000,0,0,3,0,1,0,1,0,1,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
171,2,0,16,11,0,1,0,0,1,2,4,0,0,0.0,3,3,0,1,50000,0,1,2,0,1,1,1,0,0,1,1,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
172,2,1,18,11,1,1,0,1,1,2,4,0,0,0.0,3,3,0,1,20000,0,0,3,0,1,0,1,0,0,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
173,2,0,17,11,1,0,0,1,1,2,4,1,0,0.0,3,2,0,1,100000,1,1,3,0,1,1,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
174,1,0,18,11,1,0,0,0,1,2,4,0,0,0.0,3,3,0,1,10000,0,0,4,0,1,1,1,1,0,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
175,3,1,15,11,1,1,1,1,1,2,4,0,0,0.0,3,1,0,0,20000,0,0,3,0,1,1,1,0,1,1,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
176,1,1,14,10,1,0,0,0,1,1,4,0,0,0.0,3,1,0,0,15000,0,0,2,1,1,1,1,0,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
177,1,1,16,11,0,0,0,1,1,1,4,1,0,0.0,3,2,0,0,5000,1,0,3,0,1,1,0,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
178,3,1,16,11,1,1,0,0,0,2,3,0,0,0.0,3,2,0,0,200000,0,0,3,0,1,1,1,1,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
179,1,0,17,11,0,1,0,0,1,2,4,0,0,0.0,3,3,0,1,20000,0,0,4,0,1,1,1,1,1,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
180,2,0,17,11,1,1,0,1,1,2,4,0,1,16.0,3,2,0,1,20000,0,0,3,0,1,0,0,1,1,1,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
181,1,0,16,11,0,1,1,1,1,1,4,0,0,0.0,3,2,0,0,50000,1,0,4,0,1,0,0,1,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
182,3,1,13,8,1,1,0,0,1,2,3,0,0,0.0,1,2,0,1,14000,0,0,4,0,1,0,0,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
183,2,1,15,11,1,1,0,1,1,2,4,1,1,0.0,3,3,0,0,10000,0,0,4,0,1,1,1,1,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
184,2,0,16,11,1,0,0,0,1,2,4,0,0,0.0,3,3,0,0,50000,0,0,3,0,1,0,1,0,1,1,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
185,2,1,16,9,1,0,0,1,0,1,2,0,0,0.0,3,2,0,0,8000,0,0,4,0,1,1,0,0,1,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
186,1,1,18,11,1,0,1,1,1,2,2,1,1,16.0,2,2,1,0,1000,0,0,1,0,1,1,1,1,1,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
187,2,0,17,11,1,0,0,1,1,2,4,1,0,0.0,3,1,0,1,36000,1,1,3,0,1,0,1,1,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
188,2,0,16,10,1,1,0,0,1,2,3,0,0,0.0,3,1,0,0,200000,0,0,4,0,1,0,0,1,1,1,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
189,3,1,17,10,1,1,1,1,1,2,1,1,1,12.0,3,2,0,1,20000,1,0,2,0,1,0,1,1,0,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
190,3,1,17,10,1,1,1,1,1,2,1,1,1,12.0,3,2,0,1,20000,1,0,2,0,1,0,1,1,0,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
191,2,1,15,11,1,1,0,1,0,1,3,1,0,0.0,2,1,0,0,10000,1,1,3,0,1,1,1,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
192,3,0,15,9,1,1,0,1,1,1,3,1,0,0.0,2,2,0,0,30000,0,1,4,0,1,0,1,0,1,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
193,3,0,15,9,1,1,0,1,1,1,3,1,0,0.0,2,2,0,0,30000,0,1,4,0,1,0,1,0,1,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
194,3,0,14,9,1,0,0,0,1,1,4,0,0,0.0,3,3,0,0,20000,0,0,4,0,1,1,1,1,1,1,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
195,2,1,15,10,1,1,0,0,1,2,4,0,0,0.0,3,2,0,0,20000,0,0,4,1,1,1,0,1,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
196,5,1,14,7,1,1,0,1,1,2,4,0,0,0.0,3,1,0,1,20000,0,0,4,0,1,1,1,0,0,1,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
197,1,0,14,9,0,1,0,0,1,2,4,0,0,0.0,3,3,0,0,110000,0,0,4,0,1,0,1,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
198,2,1,17,10,1,0,1,1,1,2,4,1,0,0.0,3,1,0,1,90000,0,0,4,0,1,0,0,0,1,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
199,1,0,11,7,1,1,0,0,0,1,4,0,0,0.0,3,2,0,0,8000,1,0,2,0,1,0,1,0,0,1,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
200,2,1,15,9,1,0,0,0,1,2,4,0,0,0.0,3,3,0,1,50000,1,0,3,0,1,0,0,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
201,2,0,17,9,1,1,0,1,1,2,2,1,1,16.0,1,2,0,1,10000,1,0,2,0,0,0,1,0,1,1,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
202,1,0,13,9,1,1,0,0,1,2,3,0,0,0.0,3,3,0,0,5000,0,0,2,0,1,1,1,0,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
203,2,0,16,9,1,1,0,1,1,2,3,1,1,13.0,3,2,0,1,50000,0,0,3,0,1,0,1,0,1,1,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
204,3,0,14,9,1,0,0,0,1,2,4,0,0,0.0,3,3,0,1,40000,0,0,3,0,1,0,1,1,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
205,2,1,12,7,1,1,0,0,1,2,4,0,0,0.0,3,2,0,0,20000,0,0,3,0,1,0,1,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
206,2,0,16,10,1,0,0,1,0,3,3,0,1,14.0,3,1,0,1,5000,1,0,2,0,1,0,1,1,1,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
207,2,0,16,10,1,0,0,1,0,3,3,0,1,14.0,3,1,0,1,5000,1,0,2,0,1,0,1,1,1,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
208,4,0,17,9,1,0,0,0,1,2,3,0,0,0.0,3,1,0,1,30000,0,0,4,0,1,1,1,1,1,1,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
209,1,0,14,9,1,0,0,0,1,1,4,0,0,0.0,3,3,0,0,10000,0,0,4,0,1,1,1,0,1,1,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
210,4,0,17,9,1,0,0,0,1,1,4,0,0,0.0,3,2,0,1,20000,0,0,3,0,1,0,0,1,1,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
211,2,1,14,10,1,0,0,1,1,2,4,0,0,0.0,3,2,0,0,10000,0,0,4,0,1,1,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
212,1,1,14,9,1,1,1,0,1,2,4,0,0,0.0,3,3,0,1,4000,0,0,3,0,1,1,1,1,1,1,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
213,2,0,12,7,1,0,0,0,1,2,4,0,0,0.0,3,3,0,0,5000,0,0,4,0,1,0,0,0,1,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
214,2,0,15,9,1,1,0,0,1,2,3,0,0,0.0,3,2,0,1,50000,0,0,3,0,1,1,1,0,1,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
215,2,0,15,10,1,0,0,1,1,2,3,1,1,14.0,2,1,1,1,1000,1,1,2,0,1,0,0,1,1,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
216,1,0,17,9,1,0,0,0,1,1,4,0,0,0.0,2,2,0,1,200000,1,0,3,0,1,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
217,3,0,18,9,1,1,0,0,1,2,4,0,0,0.0,3,3,0,1,50000,0,0,4,0,1,0,1,1,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
218,3,0,15,8,1,0,0,0,1,2,4,0,0,0.0,3,2,0,1,30000,1,0,3,0,1,1,1,0,1,1,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
219,2,1,14,8,0,1,0,1,1,2,4,0,0,0.0,3,3,0,1,4000,0,0,4,0,1,1,1,1,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
220,1,0,16,9,1,1,0,0,1,1,4,0,0,0.0,3,1,0,1,200000,0,0,3,0,1,1,0,0,1,1,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
221,2,0,14,8,0,0,0,0,1,1,3,0,0,0.0,3,3,0,0,60000,0,0,3,0,1,1,1,0,1,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
222,1,0,13,8,1,0,0,0,1,1,4,0,0,0.0,3,2,0,0,50000,0,0,4,0,1,0,1,0,1,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
223,2,1,15,8,1,1,0,0,1,2,4,0,0,0.0,3,2,0,1,5000,0,0,4,0,1,0,0,0,1,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
224,3,0,14,9,1,0,0,0,1,2,3,0,0,0.0,1,3,0,0,10000,0,0,4,0,1,0,0,0,1,1,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
225,1,0,14,8,0,0,0,0,1,2,4,0,0,0.0,3,3,0,1,50000,0,0,3,0,1,1,0,0,1,1,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
